Policy_ID,Policy_Number,Customer_ID,State,Region,Product,Line_of_Business,Agent,Underwriter,Policy_Status,Risk_Level,Effective_Date,Expiration_Date,Written_Premium,Earned_Premium,Claim_Count,Claim_Amount,Paid_Claim_Amount,Outstanding_Reserve,Coverage_Type,Claim_Status,Claim_Type,Loss_Date,Reported_Date,Distribution_Channel,Loss_Ratio
POL00219,PN-688602,CUST00191,TX,South,Auto,Personal Auto,Paul Thomas,Paul Williams,Expired,Low,2025-09-28,2026-09-23,1870.68,1870.68,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00220,PN-504620,CUST00192,CA,West,Auto,Personal Auto,Jennifer Moore,Paul Williams,Active,Medium,2024-10-30,2025-10-25,1156.66,419.14,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00221,PN-757386,CUST00034,TX,South,Commercial Auto,Commercial Auto,Angela Allen,Jennifer Robinson,Active,High,2026-01-29,2027-01-24,10043.95,7889.31,1,2918.01,1158.76,1526.02,Liability,Open,Bodily Injury,2026-06-25,2026-06-30,Direct,0.3698688478460094
POL00222,PN-371212,CUST00193,NC,South,Home,Homeowners,David Clark,Mark Miller,Cancelled,Low,2025-10-18,2026-04-16,2143.35,1222.84,3,7596.06,6955.34,0.0,Liability,Closed,Fire,2026-01-27,2026-02-17,Broker,6.21181838997743
POL00223,PN-132316,CUST00194,OH,Midwest,Auto,Personal Auto,Michael Miller,Maria Harris,Expired,Medium,2025-10-11,2026-10-06,1279.01,1279.01,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00224,PN-111691,CUST00195,OH,Midwest,Auto,Personal Auto,James Lewis,Angela Thompson,Active,Medium,2024-03-28,2025-03-23,1107.01,854.46,2,5390.04,4738.65,0.0,Collision,Closed,Weather,2024-06-28,2024-07-19,Broker,6.308124429464223
POL00225,PN-938504,CUST00196,NJ,Northeast,Commercial Auto,Commercial Auto,Mark Rodriguez,Elizabeth Williams,Active,Medium,2024-09-13,2025-03-12,4023.6,3695.68,1,3779.08,365.62,2886.96,Liability,Open,Liability,2024-12-06,2024-12-25,Online,1.0225668889081305
POL00226,PN-791454,CUST00197,IL,Midwest,Auto,Personal Auto,Kimberly Allen,Paul Williams,Pending,High,2024-11-16,2025-11-11,2719.18,174.26,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00227,PN-240829,CUST00198,VA,South,Commercial Property,Commercial Property,Thomas Clark,Elizabeth Williams,Active,Low,2024-06-28,2024-12-25,9505.67,3716.73,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00228,PN-869177,CUST00199,NY,Northeast,Commercial Auto,Commercial Auto,Thomas Brown,Angela Thompson,Active,High,2024-08-05,2025-02-01,8578.76,8142.73,2,25689.93,22957.8,0.0,Collision,Closed,Bodily Injury,2024-12-01,2024-12-17,Online,3.1549529457565217
POL00229,PN-635205,CUST00118,OH,Midwest,Auto,Personal Auto,Robert Perez,Kevin Williams,Active,Medium,2025-08-02,2026-07-28,1889.07,1007.28,1,4748.5,490.93,4139.71,Comprehensive,Open,Collision,2026-02-02,2026-02-14,Agent,4.714180764037805
POL00230,PN-592489,CUST00200,NJ,Northeast,Auto,Personal Auto,Kimberly Garcia,Mark Miller,Pending,Low,2024-10-07,2025-10-02,1347.72,50.76,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00231,PN-641760,CUST00201,CT,Northeast,Home,Homeowners,Steven Thompson,Paul Williams,Active,Medium,2025-05-28,2026-05-23,1832.25,1162.47,1,7423.23,7045.88,0.0,Liability,Closed,Property Damage,2025-12-26,2026-01-05,Online,6.385738986812562
POL00232,PN-855242,CUST00112,NC,South,Home,Homeowners,Kimberly Allen,Kevin Williams,Active,Medium,2024-05-10,2025-05-05,1244.58,1094.01,1,7392.61,6304.37,0.0,Liability,Closed,Property Damage,2025-04-13,2025-04-22,Agent,6.757351395325454
POL00233,PN-189913,CUST00202,IL,Midwest,Commercial Property,Commercial Property,Angela Allen,Donna Davis,Expired,Low,2026-03-24,2027-03-19,7330.22,7330.22,1,1609.94,1394.67,0.0,Property,Closed,Liability,2026-04-18,2026-05-04,Online,0.21963051586446244
POL00234,PN-628859,CUST00203,GA,South,Auto,Personal Auto,Jennifer Jones,Kevin Williams,Active,Medium,2026-03-13,2026-09-09,904.26,801.44,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
POL00235,PN-912510,CUST00204,MD,South,Home,Homeowners,Steven Thompson,John Walker,Active,Medium,2025-05-08,2026-05-03,1801.62,1603.64,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00236,PN-546157,CUST00135,FL,South,Auto,Personal Auto,Angela Allen,Maria Lewis,Expired,Low,2024-07-12,2025-01-08,1568.59,1568.59,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00237,PN-645009,CUST00065,CT,Northeast,Commercial Auto,Commercial Auto,David Davis,Jennifer Robinson,Active,Low,2024-09-16,2025-09-11,6764.99,3637.32,1,3447.0,3022.36,0.0,Collision,Closed,Liability,2025-06-29,2025-07-16,Online,0.9476757612747847
POL00238,PN-607259,CUST00205,MA,Northeast,Home,Homeowners,George Wilson,Maria Harris,Expired,Medium,2026-02-04,2027-01-30,1991.28,1991.28,1,9709.82,9250.4,0.0,Liability,Closed,Liability,2026-02-17,2026-02-22,Online,4.876170101643164
POL00239,PN-508004,CUST00206,NJ,Northeast,Commercial Auto,Commercial Auto,Kevin Brown,Linda Wright,Active,Medium,2024-09-26,2025-09-21,5245.89,4044.17,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00240,PN-743789,CUST00207,MA,Northeast,Commercial Auto,Commercial Auto,James Robinson,John Walker,Expired,High,2025-03-25,2025-09-21,5469.47,5469.47,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00241,PN-304206,CUST00165,OH,Midwest,Home,Homeowners,Robert Perez,Kevin Williams,Active,Medium,2024-06-10,2024-12-07,3283.62,1738.79,1,11070.54,10615.77,0.0,Property,Closed,Fire,2024-10-31,2024-11-18,Online,6.366806802431577
POL00242,PN-465004,CUST00208,GA,South,Auto,Personal Auto,James Robinson,Nancy Martinez,Active,Medium,2024-06-28,2025-06-23,1546.7,969.87,1,10575.3,9900.96,0.0,Comprehensive,Closed,Weather,2025-06-18,2025-07-02,Agent,10.903832472393207
POL00243,PN-495397,CUST00209,FL,South,Auto,Personal Auto,David Davis,Elizabeth Williams,Expired,Medium,2025-05-08,2025-11-04,1119.65,1119.65,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00244,PN-809794,CUST00210,FL,South,Auto,Personal Auto,Steven Thompson,Angela Thompson,Active,Medium,2025-02-12,2026-02-07,913.74,557.16,2,19747.59,10851.29,5336.3,Collision,Reopened,Theft,2025-06-15,2025-06-23,Agent,35.44330174456171
POL00245,PN-316823,CUST00211,GA,South,Auto,Personal Auto,James Robinson,Paul Williams,Active,Low,2025-11-23,2026-11-18,1435.87,936.13,1,3106.34,2325.1,729.98,Comprehensive,Reopened,Weather,2026-03-28,2026-04-02,Direct,3.3182784442331728
POL00246,PN-901387,CUST00212,MA,Northeast,Auto,Personal Auto,George Wilson,Linda Wright,Expired,Low,2025-07-07,2026-01-03,1214.64,1214.64,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Broker,0.0
POL00247,PN-579404,CUST00213,CA,West,Home,Homeowners,David Davis,Angela Thompson,Active,Low,2024-11-29,2025-11-24,1787.34,1173.51,1,1348.31,1230.82,0.0,Liability,Closed,Weather,2025-06-07,2025-06-18,Broker,1.148954844867108
POL00248,PN-995825,CUST00214,NC,South,Auto,Personal Auto,Ashley Brown,Edward White,Cancelled,High,2025-07-22,2026-07-17,2643.14,1665.24,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Direct,0.0
POL00249,PN-944804,CUST00199,NC,South,Auto,Personal Auto,Angela Allen,Mark Miller,Active,Medium,2025-08-04,2026-01-31,1404.02,476.0,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Broker,0.0
POL00250,PN-979725,CUST00215,NC,South,Commercial Auto,Commercial Auto,Susan Johnson,Paul Williams,Active,Low,2024-12-18,2025-06-16,4295.15,3185.85,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Direct,0.0
POL00251,PN-703869,CUST00216,OH,Midwest,Auto,Personal Auto,George Wilson,Donna Anderson,Cancelled,Low,2026-01-24,2027-01-19,1696.38,546.09,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Broker,0.0
POL00252,PN-275715,CUST00217,VA,South,Home,Homeowners,James Robinson,Maria Harris,Active,High,2024-08-21,2025-08-16,2118.46,1003.85,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
POL00253,PN-566509,CUST00218,VA,South,Commercial Auto,Commercial Auto,Jennifer Moore,Elizabeth Williams,Active,Low,2026-01-15,2027-01-10,6190.18,4676.39,1,663.62,618.67,0.0,Liability,Closed,Collision,2026-01-21,2026-02-02,Agent,0.14190860899112348
POL00254,PN-649435,CUST00219,NY,Northeast,Auto,Personal Auto,James Robinson,Linda Wright,Expired,Low,2024-08-22,2025-08-17,1521.47,1521.47,1,500.38,494.02,0.0,Liability,Closed,Liability,2025-04-22,2025-05-06,Broker,0.3288793075118142
POL00255,PN-666843,CUST00220,OH,Midwest,Home,Homeowners,Carlos Rodriguez,Kevin Williams,Active,Medium,2025-07-31,2026-07-26,2146.09,1075.79,1,4040.48,3528.78,0.0,Liability,Closed,Fire,2025-08-05,2025-08-05,Online,3.755825951161472
POL00256,PN-648736,CUST00221,GA,South,Auto,Personal Auto,James Williams,Donna Davis,Cancelled,Medium,2026-02-12,2027-02-07,1258.23,791.15,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00257,PN-674842,CUST00222,MD,South,Commercial Property,Commercial Property,David Clark,Maria Harris,Cancelled,Low,2025-01-22,2026-01-17,4505.04,1323.3,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00258,PN-398505,CUST00223,OH,Midwest,Commercial Auto,Commercial Auto,David Clark,Nancy Martinez,Active,High,2025-10-14,2026-10-09,8788.79,6194.25,1,1335.57,589.06,419.93,Comprehensive,Reopened,Collision,2026-05-26,2026-05-26,Agent,0.21561448117205473
POL00259,PN-344119,CUST00116,NC,South,Auto,Personal Auto,David Clark,Donna Anderson,Active,Medium,2025-12-14,2026-06-12,1324.13,1216.3,2,13388.98,2554.47,7625.16,Personal Injury,Open,Collision,2026-02-15,2026-02-27,Broker,11.00795856285456
POL00260,PN-908688,CUST00224,CT,Northeast,Commercial Auto,Commercial Auto,James Lewis,Nancy Martinez,Expired,Medium,2024-08-01,2025-07-27,5670.45,5670.45,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00261,PN-759726,CUST00225,CA,West,Commercial Property,Commercial Property,Jennifer Moore,Brian Lee,Cancelled,Low,2024-02-23,2025-02-17,9573.28,3929.8,2,5149.02,2017.06,2638.93,Liability,Open,Fire,2024-12-24,2024-12-28,Agent,1.3102498854903557
POL00262,PN-489439,CUST00226,CT,Northeast,Auto,Personal Auto,John Davis,Mark Miller,Pending,High,2024-03-02,2025-02-25,2408.78,190.65,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00263,PN-432125,CUST00227,FL,South,Home,Homeowners,Steven Thompson,Elizabeth Williams,Active,Medium,2026-01-11,2027-01-06,1387.43,1053.49,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00264,PN-298994,CUST00228,OH,Midwest,Auto,Personal Auto,Michael Miller,Elizabeth Williams,Expired,Low,2025-07-21,2026-07-16,645.13,645.13,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Direct,0.0
POL00265,PN-667915,CUST00229,NJ,Northeast,Commercial Auto,Commercial Auto,Jennifer Moore,Maria Harris,Expired,Medium,2025-01-07,2026-01-02,4477.42,4477.42,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00266,PN-299092,CUST00230,NC,South,Commercial Auto,Commercial Auto,Ashley Brown,Donna Anderson,Cancelled,Low,2025-06-19,2025-12-16,2532.66,651.36,1,481.36,437.21,0.0,Liability,Closed,Liability,2025-10-22,2025-11-07,Agent,0.7390076148366495
POL00267,PN-754280,CUST00231,MA,Northeast,Auto,Personal Auto,Robert Perez,Maria Lewis,Expired,Low,2024-03-22,2025-03-17,1502.69,1502.69,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Online,0.0
POL00268,PN-961957,CUST00232,CA,West,Auto,Personal Auto,James Robinson,Laura King,Cancelled,Medium,2024-03-20,2025-03-15,2103.02,1230.48,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00269,PN-302500,CUST00233,CT,Northeast,Home,Homeowners,Sandra Lewis,Jennifer Robinson,Cancelled,Medium,2025-11-21,2026-11-16,2465.02,523.72,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00270,PN-629208,CUST00234,PA,Northeast,Home,Homeowners,James Robinson,Elizabeth Williams,Expired,High,2024-11-28,2025-11-23,2524.99,2524.99,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00271,PN-737967,CUST00235,OH,Midwest,Auto,Personal Auto,George Wilson,Laura King,Active,Low,2024-01-01,2024-06-29,1876.59,1194.35,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Direct,0.0
POL00272,PN-106887,CUST00236,CT,Northeast,Auto,Personal Auto,David Davis,Angela Thompson,Expired,Medium,2025-07-20,2026-07-15,877.9,877.9,1,3179.43,2746.35,0.0,Collision,Closed,Weather,2026-02-09,2026-02-27,Direct,3.6216311652807835
POL00273,PN-327999,CUST00237,CA,West,Auto,Personal Auto,Nancy Thomas,Kevin Williams,Expired,Medium,2024-04-07,2025-04-02,833.03,833.03,2,16112.11,5804.71,9124.06,Comprehensive,Reopened,Theft,2025-03-07,2025-03-26,Online,19.34157233232897
POL00274,PN-111989,CUST00238,TX,South,Auto,Personal Auto,James Williams,John Walker,Active,Low,2025-12-15,2026-12-10,812.28,770.28,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
POL00275,PN-332873,CUST00239,FL,South,Auto,Personal Auto,Ashley Brown,Mark Miller,Active,Low,2025-02-12,2026-02-07,703.68,565.05,1,3080.81,2709.31,0.0,Collision,Closed,Weather,2025-12-24,2026-01-09,Agent,5.452278559419521
POL00276,PN-358207,CUST00240,MA,Northeast,Commercial Auto,Commercial Auto,David Davis,Maria Lewis,Active,Low,2024-07-14,2025-07-09,4128.67,3304.15,1,1131.17,462.75,507.94,Comprehensive,Open,Weather,2025-01-21,2025-01-25,Broker,0.3423482590076117
POL00277,PN-894541,CUST00241,NY,Northeast,Auto,Personal Auto,James Lewis,Edward White,Expired,High,2024-10-21,2025-04-19,1783.68,1783.68,1,18708.31,5111.34,12578.65,Collision,Open,Theft,2025-03-10,2025-03-25,Direct,10.488602215644063
POL00278,PN-753306,CUST00242,PA,Northeast,Commercial Auto,Commercial Auto,Paul Thomas,Angela Thompson,Expired,Low,2024-09-18,2025-09-13,2339.44,2339.44,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Broker,0.0
POL00279,PN-155663,CUST00243,NJ,Northeast,Auto,Personal Auto,Paul Thomas,Laura King,Expired,Medium,2024-04-20,2024-10-17,1269.03,1269.03,3,24334.87,2419.8,21696.74,Liability,Open,Weather,2024-09-10,2024-09-10,Broker,19.17596116719069
POL00280,PN-141683,CUST00244,OH,Midwest,Auto,Personal Auto,Nancy Thomas,Maria Harris,Active,Medium,2024-12-29,2025-12-24,1191.73,745.8,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Online,0.0
POL00281,PN-505977,CUST00245,GA,South,Commercial Property,Commercial Property,Mark Rodriguez,Laura King,Active,Low,2024-05-20,2024-11-16,8160.62,6044.54,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00282,PN-537605,CUST00246,PA,Northeast,Home,Homeowners,James Williams,Mark Miller,Active,Low,2025-08-17,2026-08-12,2234.29,1694.35,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Online,0.0
POL00283,PN-550955,CUST00247,FL,South,Auto,Personal Auto,Kimberly Allen,Kevin Williams,Active,Low,2024-05-01,2025-04-26,1060.68,819.48,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Direct,0.0
POL00284,PN-531228,CUST00248,CA,West,Commercial Property,Commercial Property,Kimberly Garcia,Laura King,Active,Low,2024-01-27,2025-01-21,7312.01,5027.99,1,1064.29,979.48,0.0,Liability,Closed,Fire,2024-12-24,2025-01-04,Agent,0.21167305424235133
POL00285,PN-292913,CUST00249,NC,South,Home,Homeowners,Sandra Lewis,Nancy Martinez,Active,Low,2024-10-03,2025-09-28,1194.12,515.67,1,4220.82,4149.65,0.0,Liability,Closed,Liability,2025-05-09,2025-05-21,Direct,8.18511838966781
POL00286,PN-913920,CUST00058,GA,South,Auto,Personal Auto,David Davis,Maria Harris,Cancelled,Medium,2025-06-21,2025-12-18,1542.98,997.08,3,17720.52,17621.09,0.0,Personal Injury,Closed,Weather,2025-08-08,2025-08-17,Broker,17.77241545312312
POL00287,PN-560905,CUST00250,MA,Northeast,Commercial Auto,Commercial Auto,James Williams,Elizabeth Williams,Active,Low,2025-12-07,2026-12-02,4795.82,1720.68,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00288,PN-916558,CUST00251,CA,West,Home,Homeowners,James Lee,Jennifer Robinson,Active,Low,2025-12-30,2026-12-25,2186.89,1116.73,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00289,PN-853270,CUST00252,NY,Northeast,Auto,Personal Auto,Thomas Clark,Paul Williams,Cancelled,Low,2025-06-07,2026-06-02,1057.23,645.92,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00290,PN-269999,CUST00253,PA,Northeast,Commercial Auto,Commercial Auto,James Lewis,Jennifer Robinson,Cancelled,Low,2024-10-22,2025-10-17,2610.93,709.42,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00291,PN-112800,CUST00254,GA,South,Home,Homeowners,Linda Williams,Angela Thompson,Active,Medium,2025-11-06,2026-11-01,1927.4,1331.43,2,3267.51,2795.38,0.0,Property,Closed,Weather,2026-06-12,2026-06-13,Agent,2.4541357788242717
POL00292,PN-799396,CUST00255,IL,Midwest,Auto,Personal Auto,John Davis,John Walker,Pending,Low,2024-10-18,2025-10-13,1899.91,68.43,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00293,PN-438503,CUST00256,MD,South,Commercial Auto,Commercial Auto,George Wilson,Jennifer Robinson,Active,High,2024-05-04,2025-04-29,6406.16,2795.64,1,18322.59,17740.44,0.0,Collision,Closed,Collision,2024-09-28,2024-10-11,Broker,6.553987637893291
POL00294,PN-738419,CUST00257,MA,Northeast,Home,Homeowners,James Robinson,Paul Williams,Active,High,2026-01-16,2027-01-11,2569.28,1788.51,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Broker,0.0
POL00295,PN-101657,CUST00061,TX,South,Commercial Auto,Commercial Auto,Michael Miller,Nancy Martinez,Pending,Medium,2024-12-07,2025-12-02,6591.74,7.45,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Broker,0.0
POL00296,PN-366776,CUST00258,MA,Northeast,Auto,Personal Auto,Mark Rodriguez,Mark Miller,Active,Medium,2025-02-09,2025-08-08,1945.33,1637.94,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Agent,0.0
POL00297,PN-597549,CUST00259,TX,South,Auto,Personal Auto,Ashley Brown,Elizabeth Williams,Active,High,2026-03-13,2027-03-08,2720.34,1737.47,1,5839.95,5664.34,0.0,Liability,Closed,Weather,2026-06-22,2026-06-30,Agent,3.3611803369266804
POL00298,PN-169429,CUST00260,MA,Northeast,Commercial Auto,Commercial Auto,David Davis,Maria Harris,Expired,Medium,2025-02-02,2026-01-28,7077.28,7077.28,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Broker,0.0
POL00299,PN-999488,CUST00261,NJ,Northeast,Auto,Personal Auto,John Davis,Donna Davis,Active,High,2024-11-05,2025-10-31,1974.41,1072.58,1,13045.07,12859.09,0.0,Personal Injury,Closed,Collision,2025-01-22,2025-01-28,Direct,12.162328217941786
POL00300,PN-456637,CUST00262,CA,West,Commercial Property,Commercial Property,James Williams,Mark Miller,Expired,Low,2025-06-12,2026-06-07,3814.2,3814.2,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00301,PN-104309,CUST00263,NJ,Northeast,Commercial Auto,Commercial Auto,James Robinson,Maria Lewis,Expired,Low,2026-02-23,2027-02-18,2342.23,2342.23,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
POL00302,PN-436467,CUST00264,MA,Northeast,Auto,Personal Auto,David Davis,Elizabeth Williams,Active,Medium,2024-04-27,2024-10-24,2265.73,830.49,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00303,PN-384218,CUST00231,IL,Midwest,Auto,Personal Auto,John Davis,Donna Anderson,Active,Medium,2024-05-13,2024-11-09,1517.87,559.87,1,7587.63,7379.85,0.0,Personal Injury,Closed,Liability,2024-10-31,2024-11-17,Broker,13.552485398396056
POL00304,PN-182361,CUST00265,FL,South,Commercial Auto,Commercial Auto,Kimberly Allen,Linda Wright,Expired,Low,2024-04-09,2025-04-04,3928.64,3928.64,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Online,0.0
POL00305,PN-342948,CUST00266,PA,Northeast,Commercial Property,Commercial Property,James Robinson,Laura King,Active,High,2025-11-12,2026-11-07,15003.68,8921.7,1,11962.05,4593.08,6494.51,Liability,Open,Weather,2025-12-14,2025-12-30,Online,1.3407814654157837
POL00306,PN-207932,CUST00267,CA,West,Commercial Auto,Commercial Auto,David Davis,Maria Lewis,Active,Medium,2025-02-27,2026-02-22,6915.12,6452.01,1,7022.93,6700.72,0.0,Collision,Closed,Weather,2025-05-26,2025-06-16,Broker,1.088487153615695
POL00307,PN-802131,CUST00244,NY,Northeast,Home,Homeowners,Thomas Clark,Mark Miller,Expired,Medium,2025-02-19,2025-08-18,2331.36,2331.36,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Agent,0.0
POL00308,PN-443312,CUST00268,TX,South,Auto,Personal Auto,Ryan Lee,Linda Wright,Expired,High,2024-01-01,2024-12-26,2350.03,2350.03,1,5777.01,5170.19,0.0,Collision,Closed,Bodily Injury,2024-12-13,2024-12-22,Online,2.4582707454798447
POL00309,PN-555844,CUST00269,VA,South,Commercial Property,Commercial Property,Kimberly Allen,Angela Thompson,Active,Medium,2024-10-28,2025-04-26,6691.09,2238.39,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Direct,0.0
POL00310,PN-215027,CUST00270,GA,South,Auto,Personal Auto,David Clark,Maria Harris,Cancelled,Medium,2025-03-21,2026-03-16,1771.27,465.73,3,16297.69,5283.62,8185.64,Collision,Open,Bodily Injury,2025-11-25,2025-12-16,Broker,34.9938591029137
POL00311,PN-557949,CUST00271,PA,Northeast,Auto,Personal Auto,Kimberly Garcia,Jennifer Robinson,Expired,High,2025-03-11,2026-03-06,1910.75,1910.75,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Online,0.0
POL00312,PN-472566,CUST00272,MD,South,Home,Homeowners,Kimberly Allen,Donna Davis,Active,High,2025-02-24,2026-02-19,1257.94,772.53,1,18470.49,18080.81,0.0,Property,Closed,Fire,2025-07-17,2025-07-31,Broker,23.909090909090914
POL00313,PN-642060,CUST00019,CT,Northeast,Home,Homeowners,Michael Miller,Maria Lewis,Active,Medium,2025-09-19,2026-03-18,2953.87,906.87,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00314,PN-701846,CUST00273,MD,South,Auto,Personal Auto,Linda Williams,Donna Anderson,Active,Low,2026-02-06,2027-02-01,1537.4,522.6,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Direct,0.0
POL00315,PN-700687,CUST00107,FL,South,Commercial Auto,Commercial Auto,Thomas Brown,Donna Anderson,Active,Medium,2026-03-13,2027-03-08,4425.76,2119.46,2,17078.41,14965.98,0.0,Comprehensive,Closed,Liability,2026-06-21,2026-06-28,Agent,8.057906259141479
POL00316,PN-608473,CUST00274,OH,Midwest,Commercial Property,Commercial Property,David Davis,Maria Lewis,Active,High,2025-05-22,2026-05-17,13323.55,7809.2,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Direct,0.0
POL00317,PN-705822,CUST00275,VA,South,Auto,Personal Auto,Susan Johnson,Brian Lee,Active,Low,2025-05-02,2026-04-27,1114.75,678.31,2,8443.45,8395.02,0.0,Comprehensive,Closed,Collision,2026-04-16,2026-04-17,Broker,12.447774616325871
POL00318,PN-202093,CUST00276,TX,South,Auto,Personal Auto,Angela Allen,Jennifer Robinson,Cancelled,Medium,2024-10-03,2025-09-28,1920.41,961.18,0,0.0,0.0,0.0,Collision,No Claim,No Claim,,,Agent,0.0
POL00319,PN-869983,CUST00277,FL,South,Auto,Personal Auto,David Davis,Kevin Williams,Active,Low,2024-03-10,2024-09-06,1123.87,837.93,0,0.0,0.0,0.0,Comprehensive,No Claim,No Claim,,,Agent,0.0
POL00320,PN-364132,CUST00278,NJ,Northeast,Home,Homeowners,James Lewis,Nancy Martinez,Cancelled,High,2024-05-02,2024-10-29,3554.23,1932.92,0,0.0,0.0,0.0,Property,No Claim,No Claim,,,Online,0.0
POL00321,PN-216229,CUST00279,MA,Northeast,Auto,Personal Auto,Paul Thomas,Maria Lewis,Expired,Medium,2025-03-13,2026-03-08,1191.52,1191.52,1,11953.52,4857.92,5345.67,Comprehensive,Open,Bodily Injury,2025-04-17,2025-05-02,Agent,10.03216060158453
POL00322,PN-310416,CUST00280,PA,Northeast,Home,Homeowners,Jennifer Jones,Linda Wright,Active,Medium,2024-04-18,2025-04-13,2362.35,820.67,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Online,0.0
POL00323,PN-914992,CUST00281,NC,South,Auto,Personal Auto,Kimberly Garcia,Angela Thompson,Cancelled,High,2025-12-17,2026-12-12,2914.09,1338.24,0,0.0,0.0,0.0,Personal Injury,No Claim,No Claim,,,Agent,0.0
POL00324,PN-601365,CUST00282,GA,South,Commercial Auto,Commercial Auto,Linda Williams,Maria Lewis,Active,Medium,2026-03-09,2027-03-04,3471.72,3279.18,1,11965.68,10826.59,0.0,Comprehensive,Closed,Collision,2026-06-26,2026-06-30,Direct,3.6489854170859792
POL00325,PN-184365,CUST00283,FL,South,Commercial Auto,Commercial Auto,Kimberly Garcia,Nancy Martinez,Active,Low,2024-07-14,2025-07-09,6348.43,4506.76,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00326,PN-763529,CUST00284,CT,Northeast,Auto,Personal Auto,Ryan Lee,Angela Thompson,Active,Medium,2024-03-05,2025-02-28,1635.23,1353.41,0,0.0,0.0,0.0,Liability,No Claim,No Claim,,,Broker,0.0
POL00327,PN-138842,CUST00285,VA,South,Commercial Auto,Commercial Auto,James Lewis,Maria Harris,Expired,Low,2025-04-14,2026-04-09,5953.61,5953.61,2,5879.58,5211.67,0.0,Comprehensive,Closed,Weather,2026-03-12,2026-03-16,Online,0.987565527469888
